,Brand,Title,Name,Price,Rating,URL,Description,Clean_Text
70,Smartees,Men Typography Round Neck White T-Shirt,Smartees Typography Men Round Neck White T-Shirt,199.0,3.9,https://www.flipkart.com/smartees-typography-men-round-neck-white-t-shirt/p/itmf7a997f506715,Smartees Typography Men Round Neck White T-Shirt Men Typography Round Neck White T-Shirt,neck round white typographi smartshirt men tshirt
71,Smartees,Men Printed Round Neck Black T-Shirt,Smartees Printed Men Round Neck Black T-Shirt,179.0,3.9,https://www.flipkart.com/smartees-printed-men-round-neck-black-t-shirt/p/itm5bb3f23e0bf38,Smartees Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round smartshirt black men tshirt
72,3BROS,Men Solid Polo Neck Green T-Shirt,3BROS Solid Men Polo Neck Green T-Shirt,309.0,4.1,https://www.flipkart.com/3bros-solid-men-polo-neck-green-t-shirt/p/itmed8c8d0a86768,3BROS Solid Men Polo Neck Green T-Shirt Men Solid Polo Neck Green T-Shirt,polo solid neck green men tshirt
73,NB NICKY BOY,Men Printed Hooded Neck Black T-Shirt,NB NICKY BOY Printed Men Hooded Neck Black T-Shirt,239.0,4.0,https://www.flipkart.com/nb-nicky-boy-printed-men-hooded-neck-black-t-shirt/p/itm64736f9c28c36,NB NICKY BOY Printed Men Hooded Neck Black T-Shirt Men Printed Hooded Neck Black T-Shirt,hood neck print nb boy black men tshirt nicki
75,VeBNoR,Men Printed Round Neck Blue T-Shirt,VeBNoR Printed Men Round Neck Blue T-Shirt,269.0,4.1,https://www.flipkart.com/vebnor-printed-men-round-neck-blue-t-shirt/p/itm8b97465ee64e4,VeBNoR Printed Men Round Neck Blue T-Shirt Men Printed Round Neck Blue T-Shirt,neck print round vebnor blue men tshirt
76,TRIPR,"Men Solid Round Neck Red, White T-Shirt","TRIPR Solid Men Round Neck Red, White T-Shirt",269.0,3.8,https://www.flipkart.com/tripr-solid-men-round-neck-red-white-t-shirt/p/itmeb6d69c6bf592,"TRIPR Solid Men Round Neck Red, White T-Shirt Men Solid Round Neck Red, White T-Shirt",solid neck red tripr round white men tshirt
77,THE DRY STATE,Men Solid Round Neck Light Blue T-Shirt,THE DRY STATE Solid Men Round Neck Light Blue T-Shirt,349.0,4.0,https://www.flipkart.com/dry-state-solid-men-round-neck-light-blue-t-shirt/p/itm4a27b1d95c936,THE DRY STATE Solid Men Round Neck Light Blue T-Shirt Men Solid Round Neck Light Blue T-Shirt,solid neck light round blue men state tshirt dri
78,VeBNoR,Men Regular Fit Solid Mandarin Collar Casual Shirt,VeBNoR Men Solid Casual Dark Blue Shirt,379.0,4.0,https://www.flipkart.com/vebnor-men-solid-casual-dark-blue-shirt/p/itm789b4cb012969,VeBNoR Men Solid Casual Dark Blue Shirt Men Regular Fit Solid Mandarin Collar Casual Shirt,solid collar regular mendarin fit vebnor blue men shirt casual dark
80,VeBNoR,Men Printed Round Neck Grey T-Shirt,VeBNoR Printed Men Round Neck Grey T-Shirt,269.0,4.1,https://www.flipkart.com/vebnor-printed-men-round-neck-grey-t-shirt/p/itm9ab3c3a80d074,VeBNoR Printed Men Round Neck Grey T-Shirt Men Printed Round Neck Grey T-Shirt,neck print round vebnor grey men tshirt
81,Peter England University,Men Super Slim Fit Solid Casual Shirt,Peter England University Men Solid Casual Blue Shirt,659.0,4.0,https://www.flipkart.com/peter-england-university-men-solid-casual-blue-shirt/p/itm58561ac7a44ce,Peter England University Men Solid Casual Blue Shirt Men Super Slim Fit Solid Casual Shirt,solid slim super fit casual blue england men univers shirt peter
82,TRIPR,"Pack of 2 Men Printed Round Neck Black, Grey T-Shirt","TRIPR Printed Men Round Neck Black, Grey T-Shirt",299.0,3.9,https://www.flipkart.com/tripr-printed-men-round-neck-black-grey-t-shirt/p/itme4ac459688912,"TRIPR Printed Men Round Neck Black, Grey T-Shirt Pack of 2 Men Printed Round Neck Black, Grey T-Shirt",neck tripr print round pack grey black men tshirt
83,HIGHLANDER,Men Slim Fit Printed Casual Shirt,"HIGHLANDER Men Printed Casual White, Blue Shirt",439.0,4.1,https://www.flipkart.com/highlander-men-printed-casual-white-blue-shirt/p/itmcc782a3255836,"HIGHLANDER Men Printed Casual White, Blue Shirt Men Slim Fit Printed Casual Shirt",shirt slim print white fit blue highland men casual
84,Majestic Man,Men Slim Fit Checkered Spread Collar Casual Shirt,Majestic Man Men Checkered Casual Grey Shirt,469.0,4.1,https://www.flipkart.com/majestic-man-men-checkered-casual-grey-shirt/p/itm4b4519e7d86e1,Majestic Man Men Checkered Casual Grey Shirt Men Slim Fit Checkered Spread Collar Casual Shirt,majest spread collar slim fit grey checker men shirt casual
85,TRIPR,"Men Color Block Mandarin Collar Brown, Black T-Shirt","TRIPR Color Block Men Mandarin Collar Brown, Black T-Shirt",299.0,3.9,https://www.flipkart.com/tripr-color-block-men-mandarin-collar-brown-black-t-shirt/p/itm1fa9f01fc8aa7,"TRIPR Color Block Men Mandarin Collar Brown, Black T-Shirt Men Color Block Mandarin Collar Brown, Black T-Shirt",collar mendarin tripr brown color black men block tshirt
87,icome,Men Regular Fit Striped Casual Shirt,icome Men Striped Casual Multicolor Shirt,329.0,4.1,https://www.flipkart.com/icome-men-striped-casual-multicolor-shirt/p/itmbca9d412054be,icome Men Striped Casual Multicolor Shirt Men Regular Fit Striped Casual Shirt,regular fit stripe multicolor men icom shirt casual
88,Smartees,Men Printed Round Neck Black T-Shirt,Smartees Printed Men Round Neck Black T-Shirt,189.0,3.9,https://www.flipkart.com/smartees-printed-men-round-neck-black-t-shirt/p/itm443dc6606c677,Smartees Printed Men Round Neck Black T-Shirt Men Printed Round Neck Black T-Shirt,neck print round smartshirt black men tshirt
89,BLIVE,"Men Graphic Print, Typography Round Neck Black T-Shirt","BLIVE Graphic Print, Typography Men Round Neck Black T-Shirt",209.0,4.0,https://www.flipkart.com/blive-graphic-print-typography-men-round-neck-black-t-shirt/p/itmcf69123d8a96c,"BLIVE Graphic Print, Typography Men Round Neck Black T-Shirt Men Graphic Print, Typography Round Neck Black T-Shirt",graphic neck round typographi blive men black print tshirt
90,BLIVE,Men Color Block Polo Neck Multicolor T-Shirt,BLIVE Color Block Men Polo Neck Multicolor T-Shirt,289.0,3.7,https://www.flipkart.com/blive-color-block-men-polo-neck-multicolor-t-shirt/p/itm2feb466963948,BLIVE Color Block Men Polo Neck Multicolor T-Shirt Men Color Block Polo Neck Multicolor T-Shirt,polo neck blive multicolor color men block tshirt
91,COMBRAIDED,Men Regular Fit Floral Print Spread Collar Casual Shirt,COMBRAIDED Men Floral Print Casual Pink Shirt,329.0,4.0,https://www.flipkart.com/combraided-men-floral-print-casual-pink-shirt/p/itm8137c99873e5f,COMBRAIDED Men Floral Print Casual Pink Shirt Men Regular Fit Floral Print Spread Collar Casual Shirt,spread pink collar regular floral combraid fit men shirt casual print
92,VeBNoR,Men Regular Fit Solid Button Down Collar Formal Shirt,VeBNoR Men Solid Formal Blue Shirt,379.0,4.0,https://www.flipkart.com/vebnor-men-solid-formal-blue-shirt/p/itm015ddb52f97ab,VeBNoR Men Solid Formal Blue Shirt Men Regular Fit Solid Button Down Collar Formal Shirt,solid collar button regular fit vebnor blue formal men shirt
93,Allen Solly,Men Solid Polo Neck Blue T-Shirt,Allen Solly Solid Men Polo Neck Blue T-Shirt,599.0,4.2,https://www.flipkart.com/allen-solly-solid-men-polo-neck-blue-t-shirt/p/itmfeeeaf473e7da,Allen Solly Solid Men Polo Neck Blue T-Shirt Men Solid Polo Neck Blue T-Shirt,polo solli solid allen neck blue men tshirt
94,Noble Monk,Men Printed Hooded Neck Red T-Shirt,Noble Monk Printed Men Hooded Neck Red T-Shirt,329.0,4.2,https://www.flipkart.com/noble-monk-printed-men-hooded-neck-red-t-shirt/p/itm859f3c117cfa4,Noble Monk Printed Men Hooded Neck Red T-Shirt Men Printed Hooded Neck Red T-Shirt,monk hood neck red print nobl men tshirt
95,KAJARU,"Pack of 2 Men Striped Round Neck Green, Pink T-Shirt","KAJARU Striped Men Round Neck Green, Pink T-Shirt",399.0,3.9,https://www.flipkart.com/kajaru-striped-men-round-neck-green-pink-t-shirt/p/itm87cebcbffa90d,"KAJARU Striped Men Round Neck Green, Pink T-Shirt Pack of 2 Men Striped Round Neck Green, Pink T-Shirt",pink neck green pack round kajaru stripe men tshirt
96,VeBNoR,Men Regular Fit Solid Spread Collar Casual Shirt,VeBNoR Men Solid Casual Light Blue Shirt,379.0,4.0,https://www.flipkart.com/vebnor-men-solid-casual-light-blue-shirt/p/itma15f462a75031,VeBNoR Men Solid Casual Light Blue Shirt Men Regular Fit Solid Spread Collar Casual Shirt,solid spread collar regular light fit vebnor blue men shirt casual
97,Solbiza,Men Regular Fit Solid Casual Shirt,Solbiza Men Solid Casual Black Shirt,329.0,3.7,https://www.flipkart.com/solbiza-men-solid-casual-black-shirt/p/itm1c00f8f1b491d,Solbiza Men Solid Casual Black Shirt Men Regular Fit Solid Casual Shirt,solid solbiza regular fit black men shirt casual
98,JUGULAR,Men Printed Round Neck White T-Shirt,JUGULAR Printed Men Round Neck White T-Shirt,319.0,4.0,https://www.flipkart.com/jugular-printed-men-round-neck-white-t-shirt/p/itma4c9e06060316,JUGULAR Printed Men Round Neck White T-Shirt Men Printed Round Neck White T-Shirt,neck print round white jugular men tshirt
99,EyeBogler,Men Striped Polo Neck Multicolor T-Shirt,EyeBogler Striped Men Polo Neck Multicolor T-Shirt,299.0,4.0,https://www.flipkart.com/eyebogler-striped-men-polo-neck-multicolor-t-shirt/p/itm07b4115ef6413,EyeBogler Striped Men Polo Neck Multicolor T-Shirt Men Striped Polo Neck Multicolor T-Shirt,polo neck stripe eyebogl multicolor men tshirt
100,AUSK,Men Solid Mandarin Collar White T-Shirt,AUSK Solid Men Mandarin Collar White T-Shirt,284.0,4.0,https://www.flipkart.com/ausk-solid-men-mandarin-collar-white-t-shirt/p/itmd4132804268fa,AUSK Solid Men Mandarin Collar White T-Shirt Men Solid Mandarin Collar White T-Shirt,ausk collar solid mendarin white men tshirt
101,Solbiza,Men Regular Fit Solid Mandarin Collar Casual Shirt,Solbiza Men Solid Casual Black Shirt,299.0,4.0,https://www.flipkart.com/solbiza-men-solid-casual-black-shirt/p/itme0e9ccc908756,Solbiza Men Solid Casual Black Shirt Men Regular Fit Solid Mandarin Collar Casual Shirt,solid collar solbiza regular mendarin fit black men shirt casual
102,BLIVE,"Pack of 2 Men Printed Round Neck Brown, Black T-Shirt","BLIVE Printed Men Round Neck Brown, Black T-Shirt",399.0,3.7,https://www.flipkart.com/blive-printed-men-round-neck-brown-black-t-shirt/p/itme2db515de6a24,"BLIVE Printed Men Round Neck Brown, Black T-Shirt Pack of 2 Men Printed Round Neck Brown, Black T-Shirt",neck print round pack brown blive black men tshirt
103,Diversify,Men Solid Round Neck Black T-Shirt,Diversify Solid Men Round Neck Black T-Shirt,367.0,3.4,https://www.flipkart.com/diversify-solid-men-round-neck-black-t-shirt/p/itmd18d49e308ea4,Diversify Solid Men Round Neck Black T-Shirt Men Solid Round Neck Black T-Shirt,diversifi solid neck round black men tshirt
104,COMBRAIDED,Men Regular Fit Floral Print Casual Shirt,COMBRAIDED Men Floral Print Casual Grey Shirt,329.0,4.0,https://www.flipkart.com/combraided-men-floral-print-casual-grey-shirt/p/itm998b51da7a6be,COMBRAIDED Men Floral Print Casual Grey Shirt Men Regular Fit Floral Print Casual Shirt,regular floral combraid fit grey men shirt casual print
105,MOONVELLY,Men Slim Fit Solid Casual Shirt,MOONVELLY Men Solid Casual Blue Shirt,379.0,3.9,https://www.flipkart.com/moonvelly-men-solid-casual-blue-shirt/p/itm326ab2cf8bd1d,MOONVELLY Men Solid Casual Blue Shirt Men Slim Fit Solid Casual Shirt,solid slim fit blue moonvelli men shirt casual
106,Pepzo,Men Regular Fit Solid Spread Collar Casual Shirt,Pepzo Men Solid Casual Yellow Shirt,309.0,3.9,https://www.flipkart.com/pepzo-men-solid-casual-yellow-shirt/p/itm6feb93d5e0e3a,Pepzo Men Solid Casual Yellow Shirt Men Regular Fit Solid Spread Collar Casual Shirt,shirt solid spread collar regular fit pepzo men yellow casual
107,FTX,Pack of 4 Men Solid Round Neck Multicolor T-Shirt,FTX Solid Men Round Neck Multicolor T-Shirt,469.0,4.1,https://www.flipkart.com/ftx-solid-men-round-neck-multicolor-t-shirt/p/itm77d0390a01a21,FTX Solid Men Round Neck Multicolor T-Shirt Pack of 4 Men Solid Round Neck Multicolor T-Shirt,solid neck pack round multicolor ftx men tshirt
108,COMBRAIDED,Men Slim Fit Checkered Slim Collar Casual Shirt,"COMBRAIDED Men Checkered Casual White, Blue Shirt",299.0,3.7,https://www.flipkart.com/combraided-men-checkered-casual-white-blue-shirt/p/itmb7d6389b01ea1,"COMBRAIDED Men Checkered Casual White, Blue Shirt Men Slim Fit Checkered Slim Collar Casual Shirt",shirt collar slim white combraid fit blue checker men casual
109,FIBERMILL,Men Regular Fit Solid Spread Collar Formal Shirt,FIBERMILL Men Solid Formal Light Blue Shirt,379.0,3.9,https://www.flipkart.com/fibermill-men-solid-formal-light-blue-shirt/p/itmd52b031869fd7,FIBERMILL Men Solid Formal Light Blue Shirt Men Regular Fit Solid Spread Collar Formal Shirt,solid spread collar regular light fit blue formal fibermil men shirt
110,AUSK,"Men Striped Round Neck Dark Blue, Black T-Shirt","AUSK Striped Men Round Neck Dark Blue, Black T-Shirt",234.0,3.9,https://www.flipkart.com/ausk-striped-men-round-neck-dark-blue-black-t-shirt/p/itma60827c85397f,"AUSK Striped Men Round Neck Dark Blue, Black T-Shirt Men Striped Round Neck Dark Blue, Black T-Shirt",ausk neck round blue stripe black men tshirt dark
111,Plus91,Men Slim Fit Graphic Print Ribbed Collar Casual Shirt,Plus91 Men Graphic Print Casual Black Shirt,389.0,4.0,https://www.flipkart.com/plus91-men-graphic-print-casual-black-shirt/p/itm7dd7bcdaad809,Plus91 Men Graphic Print Casual Black Shirt Men Slim Fit Graphic Print Ribbed Collar Casual Shirt,graphic collar slim fit rib black men shirt casual print
112,EyeBogler,Men Typography Round Neck Yellow T-Shirt,EyeBogler Typography Men Round Neck Yellow T-Shirt,279.0,3.8,https://www.flipkart.com/eyebogler-typography-men-round-neck-yellow-t-shirt/p/itm04e16e16fe155,EyeBogler Typography Men Round Neck Yellow T-Shirt Men Typography Round Neck Yellow T-Shirt,neck round typographi eyebogl men yellow tshirt
113,Allen Solly,Men Solid Polo Neck Yellow T-Shirt,Allen Solly Solid Men Polo Neck Yellow T-Shirt,549.0,4.2,https://www.flipkart.com/allen-solly-solid-men-polo-neck-yellow-t-shirt/p/itm6102de8145265,Allen Solly Solid Men Polo Neck Yellow T-Shirt Men Solid Polo Neck Yellow T-Shirt,polo solli solid allen neck men yellow tshirt
114,BLIVE,"Pack of 2 Men Printed Round Neck Yellow, Black T-Shirt","BLIVE Printed Men Round Neck Yellow, Black T-Shirt",399.0,3.8,https://www.flipkart.com/blive-printed-men-round-neck-yellow-black-t-shirt/p/itmc96f0c4d4775a,"BLIVE Printed Men Round Neck Yellow, Black T-Shirt Pack of 2 Men Printed Round Neck Yellow, Black T-Shirt",neck print round pack blive black men yellow tshirt
115,STYLOGUE,Men Solid Round Neck Black T-Shirt,STYLOGUE Solid Men Round Neck Black T-Shirt,249.0,3.8,https://www.flipkart.com/stylogue-solid-men-round-neck-black-t-shirt/p/itm5d792e80eb65b,STYLOGUE Solid Men Round Neck Black T-Shirt Men Solid Round Neck Black T-Shirt,solid neck round black men stylogu tshirt
116,FIBERMILL,Men Regular Fit Solid Spread Collar Formal Shirt,FIBERMILL Men Solid Formal Grey Shirt,379.0,3.9,https://www.flipkart.com/fibermill-men-solid-formal-grey-shirt/p/itm5297ccc042b53,FIBERMILL Men Solid Formal Grey Shirt Men Regular Fit Solid Spread Collar Formal Shirt,solid spread collar regular fit grey formal fibermil men shirt
117,FIBERMILL,Men Regular Fit Solid Spread Collar Formal Shirt,FIBERMILL Men Solid Formal Blue Shirt,379.0,3.9,https://www.flipkart.com/fibermill-men-solid-formal-blue-shirt/p/itm5987e274562d8,FIBERMILL Men Solid Formal Blue Shirt Men Regular Fit Solid Spread Collar Formal Shirt,solid spread collar regular fit blue formal fibermil men shirt
118,VeBNoR,Men Checkered Round Neck Blue T-Shirt,VeBNoR Checkered Men Round Neck Blue T-Shirt,269.0,4.1,https://www.flipkart.com/vebnor-checkered-men-round-neck-blue-t-shirt/p/itma710e2db5402e,VeBNoR Checkered Men Round Neck Blue T-Shirt Men Checkered Round Neck Blue T-Shirt,neck round vebnor blue checker men tshirt
119,NB NICKY BOY,Men Printed Hooded Neck Black T-Shirt,NB NICKY BOY Printed Men Hooded Neck Black T-Shirt,239.0,4.0,https://www.flipkart.com/nb-nicky-boy-typography-men-hooded-neck-black-t-shirt/p/itm64736f9c28c36,NB NICKY BOY Printed Men Hooded Neck Black T-Shirt Men Printed Hooded Neck Black T-Shirt,hood neck print nb boy black men tshirt nicki
120,JUARI BE A GENTLEMAN,V-WHITE Men Printed Round Neck White T-Shirt,JUARI BE A GENTLEMAN Printed Men Round Neck White T-Shirt,499.0,4.1,https://www.flipkart.com/juari-gentleman-printed-men-round-neck-white-t-shirt/p/itmdb714cbc933f1,JUARI BE A GENTLEMAN Printed Men Round Neck White T-Shirt V-WHITE Men Printed Round Neck White T-Shirt,neck print round white juari gentleman men tshirt
121,FTX,Pack of 4 Men Solid Round Neck Multicolor T-Shirt,FTX Solid Men Round Neck Multicolor T-Shirt,469.0,4.1,https://www.flipkart.com/ftx-solid-men-round-neck-multicolor-t-shirt/p/itm1dc6245dad1d0,FTX Solid Men Round Neck Multicolor T-Shirt Pack of 4 Men Solid Round Neck Multicolor T-Shirt,solid neck pack round multicolor ftx men tshirt
122,VeBNoR,Men Striped Round Neck Blue T-Shirt,VeBNoR Striped Men Round Neck Blue T-Shirt,209.0,3.9,https://www.flipkart.com/vebnor-striped-men-round-neck-blue-t-shirt/p/itm3150e4bd70e81,VeBNoR Striped Men Round Neck Blue T-Shirt Men Striped Round Neck Blue T-Shirt,neck round vebnor blue stripe men tshirt
123,TQH,Men Solid Round Neck White T-Shirt,TQH Solid Men Round Neck White T-Shirt,199.0,4.1,https://www.flipkart.com/tqh-solid-men-round-neck-white-t-shirt/p/itm7351bd9a4f29f,TQH Solid Men Round Neck White T-Shirt Men Solid Round Neck White T-Shirt,solid neck round white men tqh tshirt
124,Majestic Man,Men Slim Fit Solid Spread Collar Casual Shirt,Majestic Man Men Solid Casual White Shirt,469.0,3.9,https://www.flipkart.com/majestic-man-men-solid-casual-white-shirt/p/itm15001218b2c36,Majestic Man Men Solid Casual White Shirt Men Slim Fit Solid Spread Collar Casual Shirt,majest solid spread collar slim white fit men shirt casual
125,ADIDAS,Men Printed Crew Neck White T-Shirt,ADIDAS Printed Men Crew Neck White T-Shirt,1049.0,4.7,https://www.flipkart.com/adidas-printed-men-crew-neck-white-t-shirt/p/itm1469715ca39ae,ADIDAS Printed Men Crew Neck White T-Shirt Men Printed Crew Neck White T-Shirt,adida crew neck print white men tshirt
126,TQH,"Pack of 2 Men Solid Round Neck Black, Grey T-Shirt","TQH Solid Men Round Neck Black, Grey T-Shirt",329.0,4.2,https://www.flipkart.com/tqh-solid-men-round-neck-black-grey-t-shirt/p/itm224ba40256531,"TQH Solid Men Round Neck Black, Grey T-Shirt Pack of 2 Men Solid Round Neck Black, Grey T-Shirt",solid neck pack round grey black men tqh tshirt
127,RED TAPE,Men Regular Fit Solid Button Down Collar Casual Shirt,RED TAPE Men Solid Casual Dark Blue Shirt,899.0,3.7,https://www.flipkart.com/red-tape-men-solid-casual-dark-blue-shirt/p/itmae6eefe04c2a1,RED TAPE Men Solid Casual Dark Blue Shirt Men Regular Fit Solid Button Down Collar Casual Shirt,solid collar button red regular fit blue tape men shirt casual dark
128,BASE 41,Men Slim Fit Checkered Spread Collar Casual Shirt,BASE 41 Men Checkered Casual Red Shirt,359.0,3.9,https://www.flipkart.com/base-41-men-checkered-casual-red-shirt/p/itm79a2ddfd0325f,BASE 41 Men Checkered Casual Red Shirt Men Slim Fit Checkered Spread Collar Casual Shirt,spread collar red slim fit checker base men shirt casual
129,VeBNoR,Men Printed Round Neck Grey T-Shirt,VeBNoR Printed Men Round Neck Grey T-Shirt,269.0,4.2,https://www.flipkart.com/vebnor-printed-men-round-neck-grey-t-shirt/p/itmdc316c4c59338,VeBNoR Printed Men Round Neck Grey T-Shirt Men Printed Round Neck Grey T-Shirt,neck print round vebnor grey men tshirt
130,MOONVELLY,Men Solid Polo Neck Light Green T-Shirt,MOONVELLY Solid Men Polo Neck Light Green T-Shirt,299.0,3.8,https://www.flipkart.com/moonvelly-solid-men-polo-neck-light-green-t-shirt/p/itm1924be2e27402,MOONVELLY Solid Men Polo Neck Light Green T-Shirt Men Solid Polo Neck Light Green T-Shirt,polo solid neck light green moonvelli men tshirt
131,NB NICKY BOY,Men Typography Hooded Neck Yellow T-Shirt,NB NICKY BOY Typography Men Hooded Neck Yellow T-Shirt,239.0,4.0,https://www.flipkart.com/nb-nicky-boy-typography-men-hooded-neck-yellow-t-shirt/p/itmee09e63fea7cb,NB NICKY BOY Typography Men Hooded Neck Yellow T-Shirt Men Typography Hooded Neck Yellow T-Shirt,hood neck nb typographi boy men yellow tshirt nicki
133,NB NICKY BOY,"Pack of 2 Men Printed Round Neck Black, Red T-Shirt","NB NICKY BOY Printed Men Round Neck Black, Red T-Shirt",414.0,3.8,https://www.flipkart.com/nb-nicky-boy-printed-men-round-neck-black-red-t-shirt/p/itm22f841e508876,"NB NICKY BOY Printed Men Round Neck Black, Red T-Shirt Pack of 2 Men Printed Round Neck Black, Red T-Shirt",neck red print round pack nb boy black men tshirt nicki
